RegionName,State,statename,geography,Metro,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
Coffee County,TN,Tennessee,"Coffee County, Tennessee",Tullahoma-Manchester,864,137500,0.009544787,0.026119403,0.12704918,0.07926333,0.033291613,2018-12,2018-Q4,137500,0,2018-12
Saint Charles Parish,LA,Louisiana,"Saint Charles Parish, Louisiana",New Orleans-Metairie,865,195700,0.004104669,0.019270833,0.065904139,0.03197912,0.011242416,2018-12,2018-Q4,195700,0,2018-12
Johnson County,MO,Missouri,"Johnson County, Missouri",Warrensburg,866,171300,0.012411348,0.06463642,0.075329567,0.017586981,0.017441243,2018-12,2018-Q4,171300,0,2018-12
Van Zandt County,TX,Texas,"Van Zandt County, Texas",,867,133100,0.009863429,0.068218299,0.081234768,0.059489311,0.030248785,2018-12,2018-Q4,133100,0,2018-12
Lincoln County,MO,Missouri,"Lincoln County, Missouri",St. Louis,868,171700,0.007038123,0.025686977,0.105602061,0.059182719,0.01917367,2018-12,2018-Q4,171700,0,2018-12
Grady County,OK,Oklahoma,"Grady County, Oklahoma",Oklahoma City,869,123500,0.005700326,0.027454243,0.199029126,0.077073827,0.032263869,2018-12,2018-Q4,123500,0,2018-12
Waupaca County,WI,Wisconsin,"Waupaca County, Wisconsin",,870,139900,0.008651766,0.046372476,0.072030651,0.044930947,0.016654302,2018-12,2018-Q4,139900,0,2018-12
Vernon Parish,LA,Louisiana,"Vernon Parish, Louisiana",Fort Polk South,871,97400,0.004123711,0.016701461,0.083426029,0.049767491,0.024313788,2018-12,2018-Q4,97400,0,2018-12
Union County,OH,Ohio,"Union County, Ohio",Columbus,872,206000,0.007827789,0.027431421,0.084781464,0.057450272,0.029519673,2018-12,2018-Q4,206000,0,2018-12
Cass County,MI,Michigan,"Cass County, Michigan",South Bend-Mishawaka,873,120000,0.020408163,0.099908341,0.121495327,0.058753702,0.016984489,2018-12,2018-Q4,120000,0,2018-12
Pulaski County,MO,Missouri,"Pulaski County, Missouri",Fort Leonard Wood,874,163700,0.01299505,0.084824387,0.178545716,0.02856044,0.013398481,2018-12,2018-Q4,163700,0,2018-12
McMinn County,TN,Tennessee,"McMinn County, Tennessee",Athens,875,120700,0.004995837,0.019425676,0.120705664,0.065233754,0.030820286,2018-12,2018-Q4,120700,0,2018-12
Effingham County,GA,Georgia,"Effingham County, Georgia",Savannah,876,189600,0.014446228,0.069977427,0.139423077,0.059820755,0.015293778,2018-12,2018-Q4,189600,0,2018-12
Somerset County,ME,Maine,"Somerset County, Maine",,877,111300,0.022977941,0.052980132,0.076402321,0.091019552,0.031400436,2018-12,2018-Q4,111300,0,2018-12
Pender County,NC,North Carolina,"Pender County, North Carolina",Wilmington,878,237200,0.005084746,0.030408341,0.114661654,0.041781321,0.012592125,2018-12,2018-Q4,237200,0,2018-12
Eagle County,CO,Colorado,"Eagle County, Colorado",Edwards,879,720800,0.004179437,0.000833102,0.107049608,0.071597991,0.010953879,2018-07,2018-Q3,726700,-0.008118894,2018-06
Lyon County,NV,Nevada,"Lyon County, Nevada",Fernley,880,255600,0.002746175,0.037337662,0.118110236,0.122072235,,2018-12,2018-Q4,255600,0,2018-12
Taney County,MO,Missouri,"Taney County, Missouri",Branson,881,140500,0.000712251,0.02033406,0.151639344,0.040506432,0.01899566,2018-12,2018-Q4,140500,0,2018-12
Franklin County,NY,New York,"Franklin County, New York",Malone,882,96600,0.002074689,0.023305085,0.072142064,0.043701974,0.01916156,2018-12,2018-Q4,96600,0,2018-12
Winona County,MN,Minnesota,"Winona County, Minnesota",Winona,883,163000,0.001843884,0.010539368,0.029040404,0.035667389,0.028891818,2018-12,2018-Q4,163000,0,2018-12
Worcester County,MD,Maryland,"Worcester County, Maryland",Salisbury,884,250400,0.007240547,0.021207178,0.063721325,0.02895149,-0.008494977,2006-05,2006-Q2,344100,-0.272304563,2003-11
Jefferson County,TN,Tennessee,"Jefferson County, Tennessee",Morristown,885,136600,0.002201027,-0.005098325,0.053199692,0.057474919,0.019690654,2018-09,2018-Q3,137300,-0.005098325,2018-09
La Plata County,CO,Colorado,"La Plata County, Colorado",Durango,886,408900,0.009878982,-0.002926116,0.058777835,0.056601204,0.018205314,2018-09,2018-Q3,410100,-0.002926116,2018-08
Grant County,WI,Wisconsin,"Grant County, Wisconsin",Platteville,887,133300,0.004521477,0.034134988,0.052091555,0.046307593,0.026822678,2003-05,2003-Q2,135700,-0.017686072,2003-03
Hood County,TX,Texas,"Hood County, Texas",Dallas-Fort Worth-Arlington,888,226800,0.009345794,0.050486336,0.12332838,0.056015135,0.028643045,2018-12,2018-Q4,226800,0,2018-12
Tioga County,NY,New York,"Tioga County, New York",Binghamton,889,127500,0.007109005,0.020816653,0.08881298,0.03299015,0.025518863,2018-12,2018-Q4,127500,0,2018-12
Watauga County,NC,North Carolina,"Watauga County, North Carolina",Boone,890,253100,0.010379242,0.066582385,0.104275742,0.038635335,0.006636581,2007-09,2007-Q3,273300,-0.073911453,2007-02
Washington County,OK,Oklahoma,"Washington County, Oklahoma",Bartlesville,891,94400,0.004255319,0.023861171,0.043093923,0.037049419,0.010544184,2018-12,2018-Q4,94400,0,2018-12
Crittenden County,AR,Arkansas,"Crittenden County, Arkansas",Memphis,892,88600,0.007963595,0.019562716,0.091133005,0.020630981,0.002285813,2006-01,2006-Q1,91000,-0.026373626,2005-10
Cherokee County,TX,Texas,"Cherokee County, Texas",Jacksonville,893,91700,0.005482456,0.022296544,0.067520373,0.048108555,0.023913047,2018-12,2018-Q4,91700,0,2018-12
Camden County,GA,Georgia,"Camden County, Georgia",St. Marys,894,168300,0.016304348,0.072657744,0.072657744,0.074873166,0.008853599,2018-12,2018-Q4,168300,0,2018-12
Chenango County,NY,New York,"Chenango County, New York",,895,95800,0.006302521,0.013756614,0.046994536,0.013245336,0.012630211,2018-12,2018-Q4,95800,0,2018-12
LeFlore County,OK,Oklahoma,"LeFlore County, Oklahoma",Fort Smith,896,78300,0,0.010322581,0.126618705,0.045439354,0.025618435,2018-12,2018-Q4,78300,0,2018-12
Montgomery County,NY,New York,"Montgomery County, New York",Amsterdam,897,109700,0.012927054,0.023320896,0.114837398,0.032915981,0.009806948,2018-12,2018-Q4,109700,0,2018-12
Grundy County,IL,Illinois,"Grundy County, Illinois",Chicago-Naperville-Elgin,898,185100,0.001623377,0.015359298,0.034078212,0.04617704,0.008249937,2005-12,2005-Q4,196700,-0.058973055,2005-01
Dearborn County,IN,Indiana,"Dearborn County, Indiana",Cincinnati,899,182400,0.008291874,0.034013605,0.123152709,0.061405256,0.019409868,2018-12,2018-Q4,182400,0,2018-12
Box Elder County,UT,Utah,"Box Elder County, Utah",Ogden-Clearfield,900,233900,0.018728223,0.090951493,0.155061728,0.077424722,0.042679776,2018-12,2018-Q4,233900,0,2018-12
Coffee County,AL,Alabama,"Coffee County, Alabama",Enterprise,901,114400,0.003508772,0.009708738,0.045703839,0.01327496,-0.001817366,2012-04,2012-Q2,123400,-0.072933549,2012-02
Bristol County,RI,Rhode Island,"Bristol County, Rhode Island",Providence-Warwick,902,348300,-0.003148254,0.016340823,0.06091989,0.039910809,0.015447064,2006-01,2006-Q1,358900,-0.029534689,2005-05
Bedford County,PA,Pennsylvania,"Bedford County, Pennsylvania",,903,127500,0.003147128,0.010301109,0.082342954,0.03337175,0.022765902,2018-12,2018-Q4,127500,0,2018-12
Jackson County,FL,Florida,"Jackson County, Florida",,904,95000,0.00422833,0.012793177,0.085714286,0.076543659,0.008951715,2007-04,2007-Q2,100400,-0.053784861,2006-04
Gibson County,TN,Tennessee,"Gibson County, Tennessee",,905,76900,-0.017879949,-0.017879949,0.057771664,0.028560816,0.011339478,2018-10,2018-Q4,79000,-0.026582278,2018-08
Dickson County,TN,Tennessee,"Dickson County, Tennessee",Nashville-Davidson--Murfreesboro--Franklin,906,164600,0.006112469,0.023631841,0.101003344,0.084340049,0.04188724,2018-12,2018-Q4,164600,0,2018-12
Kerr County,TX,Texas,"Kerr County, Texas",Kerrville,907,209200,0.00965251,0.057099545,0.133875339,0.055087164,0.029580409,2018-12,2018-Q4,209200,0,2018-12
Boyd County,KY,Kentucky,"Boyd County, Kentucky",Huntington-Ashland,908,90100,-0.002214839,0.002224694,0.06501182,0.021018832,-0.003910138,2009-06,2009-Q2,93900,-0.040468584,2007-08
Henry County,IN,Indiana,"Henry County, Indiana",New Castle,909,87100,0.002301496,0.019906323,0.153642384,0.029543345,0.007661028,2018-12,2018-Q4,87100,0,2018-12
Shelby County,OH,Ohio,"Shelby County, Ohio",Sidney,910,141100,0.007137759,0.026181818,0.067322239,0.052979953,0.024839354,2018-12,2018-Q4,141100,0,2018-12
Columbia County,OR,Oregon,"Columbia County, Oregon",Portland-Vancouver-Hillsboro,911,293800,0.003415301,0.007544582,0.068363636,0.092355417,0.033609175,2018-12,2018-Q4,293800,0,2018-12
Cortland County,NY,New York,"Cortland County, New York",Cortland,912,121800,0.001644737,0.007444169,0.052722558,0.037137289,0.022397425,2018-12,2018-Q4,121800,0,2018-12
Franklin County,KY,Kentucky,"Franklin County, Kentucky",Frankfort,913,135600,0.005189029,0.044684129,0.053613054,0.038797308,0.010294124,2018-12,2018-Q4,135600,0,2018-12
Greene County,NY,New York,"Greene County, New York",,914,181200,0.001658375,0.010033445,0.059649123,0.032261526,0.003258529,2007-07,2007-Q3,188400,-0.038216561,2006-02
Clinton County,IA,Iowa,"Clinton County, Iowa",Clinton,915,116500,0.006914434,0.073732719,0.045780969,0.032464993,0.01964908,2018-12,2018-Q4,116500,0,2018-12
Calumet County,WI,Wisconsin,"Calumet County, Wisconsin",Appleton,916,178800,0.002242152,0.005624297,0.054245283,0.051497094,0.020612773,2018-12,2018-Q4,178800,0,2018-12
Allegany County,NY,New York,"Allegany County, New York",,917,72300,0.004166667,0.026988636,0.095454545,0.038000134,0.021231185,2018-12,2018-Q4,72300,0,2018-12
Harrisonburg City,VA,Virginia,"Harrisonburg City, Virginia",Harrisonburg,918,191700,0.004190676,0.014285714,0.055035773,0.032841383,0.0021643,2008-04,2008-Q2,199400,-0.038615848,2006-09
Val Verde County,TX,Texas,"Val Verde County, Texas",Del Rio,919,119700,0.013547841,0.09715857,-0.0424,0.035584682,0.021566794,2017-09,2017-Q3,126600,-0.05450237,2017-01
Jessamine County,KY,Kentucky,"Jessamine County, Kentucky",Lexington-Fayette,920,155000,0.001939237,0.024454726,0.06091718,0.042629987,0.017432042,2018-12,2018-Q4,155000,0,2018-12
Loudon County,TN,Tennessee,"Loudon County, Tennessee",Knoxville,921,194900,0.002056555,-0.009150991,0.086399108,0.051948751,0.022120287,2018-09,2018-Q3,196700,-0.009150991,2018-08
Newaygo County,MI,Michigan,"Newaygo County, Michigan",,922,98800,0.009193054,0.038906414,0.170616114,0.069523789,0.025509227,2018-12,2018-Q4,98800,0,2018-12
Laurens County,GA,Georgia,"Laurens County, Georgia",Dublin,923,109000,0.02443609,0.121399177,0.129533679,0.063817921,0.02174792,2018-12,2018-Q4,109000,0,2018-12
Delaware County,NY,New York,"Delaware County, New York",,924,140600,0.007163324,0.017366136,0.060331825,0.04192382,0.010943824,2018-12,2018-Q4,140600,0,2018-12
Carroll County,NH,New Hampshire,"Carroll County, New Hampshire",,925,258400,0.008980867,0.036086608,0.128877239,0.056404409,0.021737844,2018-12,2018-Q4,258400,0,2018-12
Queen Annes County,MD,Maryland,"Queen Annes County, Maryland",Baltimore-Columbia-Towson,926,330400,0.003340419,0.016302676,0.050222505,0.02181854,0.00245411,2007-03,2007-Q1,382000,-0.135078534,2005-07
Macoupin County,IL,Illinois,"Macoupin County, Illinois",St. Louis,927,66800,-0.004470939,-0.001494768,-0.031884058,0.029722328,0.005714497,2006-07,2006-Q3,74700,-0.105756359,2006-01
Franklin County,VT,Vermont,"Franklin County, Vermont",Burlington-South Burlington,928,211500,0.000946522,0.012446146,0.054336989,0.026028644,0.016427085,2018-12,2018-Q4,211500,0,2018-12
Navarro County,TX,Texas,"Navarro County, Texas",Corsicana,929,98000,-0.004065041,-0.003051882,0.067538126,0.063896639,0.027934196,2018-10,2018-Q4,98700,-0.007092199,2018-09
Oktibbeha County,MS,Mississippi,"Oktibbeha County, Mississippi",Starkville,930,186700,0.006469003,0.030353201,0.058390023,0.039261214,0.018979391,2018-12,2018-Q4,186700,0,2018-12
Carter County,OK,Oklahoma,"Carter County, Oklahoma",Ardmore,931,87200,0.002298851,0.023474178,0.058252427,0.042549407,0.019055715,2018-12,2018-Q4,87200,0,2018-12
Noble County,IN,Indiana,"Noble County, Indiana",Kendallville,932,129600,0.00777605,0.033492823,0.258252427,0.104067388,0.03759937,2018-12,2018-Q4,129600,0,2018-12
Osage County,OK,Oklahoma,"Osage County, Oklahoma",Tulsa,933,112600,0.007155635,0.039704524,0.105004907,0.045129552,0.022542482,2018-12,2018-Q4,112600,0,2018-12
Santa Cruz County,AZ,Arizona,"Santa Cruz County, Arizona",Nogales,934,144100,0.019815994,0.110169492,0.167747164,0.065153633,0.007143018,2006-11,2006-Q4,167700,-0.14072749,2006-06
Stokes County,NC,North Carolina,"Stokes County, North Carolina",Winston-Salem,935,151900,0.009302326,0.054861111,0.099131693,0.054499479,0.022245969,2018-12,2018-Q4,151900,0,2018-12
Lafayette County,MS,Mississippi,"Lafayette County, Mississippi",Oxford,936,202900,0.001975309,0.000493097,-0.00245821,0.046828899,0.015367807,2018-03,2018-Q1,207100,-0.020280058,2017-11
Scott County,KY,Kentucky,"Scott County, Kentucky",Lexington-Fayette,937,183300,-0.000545256,0.018333333,0.068804665,0.043851833,0.01957353,2018-11,2018-Q4,183400,-0.000545256,2018-11
Washington Parish,LA,Louisiana,"Washington Parish, Louisiana",Bogalusa,938,72600,0.002762431,0.00137931,-0.020242915,0.024578243,0.012214524,2006-01,2006-Q1,91700,-0.208287895,2001-11
Marshall County,IN,Indiana,"Marshall County, Indiana",Plymouth,939,138200,0.003631082,0.022189349,0.118122977,0.045753082,0.027659474,1996-01,1996-Q1,141800,-0.02538787,
Douglas County,NV,Nevada,"Douglas County, Nevada",Gardnerville Ranchos,940,422700,0.008349237,0.034508076,0.135679742,0.095335307,0.029682397,2006-05,2006-Q2,426400,-0.008677298,2006-01
Cherokee County,OK,Oklahoma,"Cherokee County, Oklahoma",Tahlequah,941,98800,0.00508647,0.035639413,0.106382979,0.051395517,0.021715219,2018-12,2018-Q4,98800,0,2018-12
Hoke County,NC,North Carolina,"Hoke County, North Carolina",Fayetteville,942,169400,0.012552301,0.09009009,0.05875,0.024623776,0.01560446,2018-12,2018-Q4,169400,0,2018-12
Hopkins County,KY,Kentucky,"Hopkins County, Kentucky",Madisonville,943,91100,0.009977827,0.059302326,0.075560803,0.037456352,0.018421737,2018-12,2018-Q4,91100,0,2018-12
Lincoln Parish,LA,Louisiana,"Lincoln Parish, Louisiana",Ruston,944,167800,0.002988643,0.011452682,0.05468259,0.034975237,0.030711276,2018-12,2018-Q4,167800,0,2018-12
Culpeper County,VA,Virginia,"Culpeper County, Virginia",Washington-Arlington-Alexandria,945,251300,0,-0.015282132,0.054553084,0.036659209,0.020026488,2006-05,2006-Q2,301600,-0.166777188,2005-03
Hillsdale County,MI,Michigan,"Hillsdale County, Michigan",Hillsdale,946,127800,0.012678288,0.05707196,0.156561086,0.069108917,0.02432195,2018-12,2018-Q4,127800,0,2018-12
Kay County,OK,Oklahoma,"Kay County, Oklahoma",Ponca City,947,66300,0.004545455,0.02,0.059105431,0.044225884,0.017391097,2018-12,2018-Q4,66300,0,2018-12
Gadsden County,FL,Florida,"Gadsden County, Florida",Tallahassee,948,94300,0.002125399,0.011802575,0.065536723,0.069157247,-0.001263707,2007-01,2007-Q1,115100,-0.180712424,2005-05
Warren County,IA,Iowa,"Warren County, Iowa",Des Moines-West Des Moines,949,188600,0.004259851,0.009095773,0.044296788,0.048264996,0.026850729,2018-12,2018-Q4,188600,0,2018-12
Goodhue County,MN,Minnesota,"Goodhue County, Minnesota",Red Wing,950,197600,0.007649159,0.044949762,0.054991991,0.056247252,0.021715219,2018-12,2018-Q4,197600,0,2018-12
Iron County,UT,Utah,"Iron County, Utah",Cedar City,951,232500,0.015283843,0.104513064,0.154419067,0.048473306,0.012322446,2018-12,2018-Q4,232500,0,2018-12
Lawrence County,IN,Indiana,"Lawrence County, Indiana",Bedford,952,94600,0.006382979,0.033879781,0.208173691,0.067318621,0.021999417,2018-12,2018-Q4,94600,0,2018-12
Campbell County,WY,Wyoming,"Campbell County, Wyoming",Gillette,953,260500,0.005791506,0.039090546,0.001152959,0.015514397,0.008989384,2017-08,2017-Q3,263700,-0.012135002,2017-03
Buffalo County,NE,Nebraska,"Buffalo County, Nebraska",Kearney,954,207300,0.010726475,0.049089069,0.089905363,0.061521008,0.047688557,2018-12,2018-Q4,207300,0,2018-12
Lincoln County,OR,Oregon,"Lincoln County, Oregon",Newport,955,281900,0.007145409,0.015855856,0.108097484,0.080853611,0.013674091,2018-12,2018-Q4,281900,0,2018-12
Perry County,PA,Pennsylvania,"Perry County, Pennsylvania",Harrisburg-Carlisle,956,162000,0.001236094,-0.001848429,0.0546875,0.029915439,0.012624145,2018-10,2018-Q4,162500,-0.003076923,2018-09
Auglaize County,OH,Ohio,"Auglaize County, Ohio",Wapakoneta,957,127200,0.007125891,0.029959514,0.064435146,0.05944604,0.029618532,2018-12,2018-Q4,127200,0,2018-12
Saint John the Baptist Parish,LA,Louisiana,"Saint John the Baptist Parish, Louisiana",New Orleans-Metairie,958,134600,-0.007374631,-0.006642066,0.020470053,0.011851285,0.01367963,2017-06,2017-Q2,139200,-0.033045977,2015-12
Huntingdon County,PA,Pennsylvania,"Huntingdon County, Pennsylvania",Huntingdon,959,122100,0.006595218,0.020050125,0.049871023,0.028296197,0.011785809,2018-12,2018-Q4,122100,0,2018-12
Barron County,WI,Wisconsin,"Barron County, Wisconsin",,960,144800,0.005555556,0.024769993,0.062362436,0.050286372,0.019902534,2018-12,2018-Q4,144800,0,2018-12
Logan County,OH,Ohio,"Logan County, Ohio",Bellefontaine,961,125200,0.01540957,0.05033557,0.112888889,0.045973943,0.024901583,2018-12,2018-Q4,125200,0,2018-12
Pittsburg County,OK,Oklahoma,"Pittsburg County, Oklahoma",McAlester,962,85300,-0.00117096,0.016686532,0.10923277,0.048544323,0.0176621,2018-11,2018-Q4,85400,-0.00117096,2018-11
Baldwin County,GA,Georgia,"Baldwin County, Georgia",Milledgeville,963,141700,0.017229002,0.108763693,0.092521203,0.053102165,0.010378043,2018-12,2018-Q4,141700,0,2018-12
Bingham County,ID,Idaho,"Bingham County, Idaho",Blackfoot,964,196900,0.014948454,0.080087767,0.087244616,0.088256328,0.040092761,2018-12,2018-Q4,196900,0,2018-12
Calaveras County,CA,California,"Calaveras County, California",,965,302300,0.011713521,0.030685305,0.058844133,0.074357566,0.010469256,2006-06,2006-Q2,388600,-0.222079259,2004-09
Colquitt County,GA,Georgia,"Colquitt County, Georgia",Moultrie,966,93800,0.005359057,0.04454343,0.076923077,0.053447528,0.015534493,2018-12,2018-Q4,93800,0,2018-12
Vance County,NC,North Carolina,"Vance County, North Carolina",Henderson,967,90400,0.005561735,0.016872891,0.069822485,0.028893618,-0.008745601,2006-12,2006-Q4,107100,-0.155929038,2003-08
Polk County,TX,Texas,"Polk County, Texas",,968,145200,0.004844291,0.021097046,0.085201794,0.069433668,0.042788719,2018-12,2018-Q4,145200,0,2018-12
Branch County,MI,Michigan,"Branch County, Michigan",Coldwater,969,103500,0.009756098,0.041247485,0.111707841,0.053650083,0.01952794,2018-12,2018-Q4,103500,0,2018-12
Jefferson County,PA,Pennsylvania,"Jefferson County, Pennsylvania",,970,86000,0.003500583,0.014150943,0.061728395,0.010311459,0.018352021,2016-04,2016-Q2,86800,-0.00921659,2016-01
Phelps County,MO,Missouri,"Phelps County, Missouri",Rolla,971,139200,0.006507592,0.03264095,0.075734158,0.049743803,,2018-12,2018-Q4,139200,0,2018-12
Itasca County,MN,Minnesota,"Itasca County, Minnesota",Grand Rapids,972,153700,0.012516469,0.071827057,0.069589422,0.057896489,0.032064466,2018-12,2018-Q4,153700,0,2018-12
Bedford County,TN,Tennessee,"Bedford County, Tennessee",Shelbyville,973,151200,0.012048193,0.06779661,0.172093023,0.103509215,0.047569435,2018-12,2018-Q4,151200,0,2018-12
Stephens County,OK,Oklahoma,"Stephens County, Oklahoma",Duncan,974,67400,0.005970149,0.048211509,0.136593592,0.017829295,0.012715239,2018-12,2018-Q4,67400,0,2018-12
McDowell County,NC,North Carolina,"McDowell County, North Carolina",Marion,975,137800,0.007309942,0.024535316,0.100638978,0.065164371,0.026100646,2018-12,2018-Q4,137800,0,2018-12
Siskiyou County,CA,California,"Siskiyou County, California",,976,193300,0.01363398,0.052259118,0.052832244,0.077483826,0.009362695,2006-08,2006-Q3,222700,-0.132016165,2005-06
Brown County,OH,Ohio,"Brown County, Ohio",Cincinnati,977,126500,0.007968127,0.024291498,0.035188216,0.060737505,0.025542589,2015-06,2015-Q2,142800,-0.114145658,2015-01
Whitman County,WA,Washington,"Whitman County, Washington",Pullman,978,249800,-0.004384217,0.004827031,0.14745062,0.031999778,,2018-10,2018-Q4,251000,-0.004780876,2018-10
Thomas County,GA,Georgia,"Thomas County, Georgia",Thomasville,979,122300,0.014096186,0.089047195,0.164761905,0.051817931,0.016928905,2018-12,2018-Q4,122300,0,2018-12
Monroe County,TN,Tennessee,"Monroe County, Tennessee",,980,127700,0.009486166,0.0216,0.167276051,0.076092304,0.034235893,2018-12,2018-Q4,127700,0,2018-12
Windham County,VT,Vermont,"Windham County, Vermont",,981,192300,0.0015625,0.008919203,0.064784053,0.025078633,0.003931861,2018-12,2018-Q4,192300,0,2018-12
Ohio County,WV,West Virginia,"Ohio County, West Virginia",Wheeling,982,100300,0.001998002,0.008040201,0.026612078,0.041875379,0.025201937,2018-12,2018-Q4,100300,0,2018-12
Beltrami County,MN,Minnesota,"Beltrami County, Minnesota",Bemidji,983,162500,0.011200996,0.061397779,0.114540466,0.044517103,0.02399193,2018-12,2018-Q4,162500,0,2018-12
Shelby County,IN,Indiana,"Shelby County, Indiana",Indianapolis-Carmel-Anderson,984,139600,0.007942238,0.050413845,0.101815312,0.049004968,0.018516172,2018-12,2018-Q4,139600,0,2018-12
Callaway County,MO,Missouri,"Callaway County, Missouri",Jefferson City,985,158200,0.005082592,0.016709512,0.095567867,0.064019771,0.027680224,2018-12,2018-Q4,158200,0,2018-12
Polk County,WI,Wisconsin,"Polk County, Wisconsin",,986,170000,-0.001761597,-0.023549684,0.00591716,0.053341623,0.019970172,2018-08,2018-Q3,174300,-0.024670109,2018-06
Douglas County,WI,Wisconsin,"Douglas County, Wisconsin",Duluth,987,134500,0.004480956,0.028287462,0.060725552,0.037848166,0.016406902,2018-12,2018-Q4,134500,0,2018-12
Cerro Gordo County,IA,Iowa,"Cerro Gordo County, Iowa",Mason City,988,104600,0.000956938,0.014548982,0.013565891,0.018370154,0.015259821,2018-12,2018-Q4,104600,0,2018-12
Camden County,MO,Missouri,"Camden County, Missouri",,989,219500,-0.003631412,-0.003631412,0.189057421,0.045401529,0.04276569,2018-10,2018-Q4,221100,-0.007236545,2018-09
Hancock County,MS,Mississippi,"Hancock County, Mississippi",Gulfport-Biloxi-Pascagoula,990,155100,-0.003853565,0.007797271,0.136263736,0.045605847,0.010223266,2010-08,2010-Q3,161100,-0.037243948,2010-01
Dunn County,WI,Wisconsin,"Dunn County, Wisconsin",Menomonie,991,163400,0.006157635,0.025737602,0.095174263,0.06618722,0.024958108,2018-12,2018-Q4,163400,0,2018-12
Sweetwater County,WY,Wyoming,"Sweetwater County, Wyoming",Rock Springs,992,224600,-0.001777778,0.005371531,0.013995485,0.04023094,0.028304266,2018-11,2018-Q4,225000,-0.001777778,2018-11
Sullivan County,NH,New Hampshire,"Sullivan County, New Hampshire",Claremont-Lebanon,993,184500,0.004901961,0.015410017,0.063400576,0.040749908,0.004670618,2006-06,2006-Q2,193400,-0.046018614,2005-07
Chilton County,AL,Alabama,"Chilton County, Alabama",Birmingham-Hoover,994,118400,0.003389831,0.01283148,0.03768624,0.027463098,0.018158851,2018-12,2018-Q4,118400,0,2018-12
Highland County,OH,Ohio,"Highland County, Ohio",,995,101000,0.006979063,0.028513238,0.080213904,0.045380923,0.015149862,2018-12,2018-Q4,101000,0,2018-12
Stevens County,WA,Washington,"Stevens County, Washington",Spokane-Spokane Valley,996,196600,0.018125324,0.109480813,0.086187845,0.106741926,0.045576415,2018-12,2018-Q4,196600,0,2018-12
Charlottesville City,VA,Virginia,"Charlottesville City, Virginia",Charlottesville,997,288600,0.002779708,0.015482055,0.023767293,0.04346123,0.022644939,2018-12,2018-Q4,288600,0,2018-12
Miller County,AR,Arkansas,"Miller County, Arkansas",Texarkana,998,109900,0.012903226,0.033866416,0.184267241,0.040761064,0.026630348,2018-12,2018-Q4,109900,0,2018-12
McKean County,PA,Pennsylvania,"McKean County, Pennsylvania",Bradford,999,62500,0.006441224,0.026272578,0.03820598,0.02330469,0.015860037,2018-12,2018-Q4,62500,0,2018-12
Nelson County,KY,Kentucky,"Nelson County, Kentucky",Bardstown,1000,157900,0.003814367,0.014129737,0.106517169,0.06939374,0.033840569,2018-12,2018-Q4,157900,0,2018-12
Madison County,OH,Ohio,"Madison County, Ohio",Columbus,1001,162200,0.012484395,0.03974359,0.055302537,0.06623977,0.027633821,2018-12,2018-Q4,162200,0,2018-12
Susquehanna County,PA,Pennsylvania,"Susquehanna County, Pennsylvania",,1002,119500,-0.003336113,0.000837521,0.056587091,0.023686387,0.017264393,2018-10,2018-Q4,120000,-0.004166667,2018-10
Habersham County,GA,Georgia,"Habersham County, Georgia",Cornelia,1003,147000,0.006849315,0.035211268,0.073776479,0.063600948,0.010134573,2018-12,2018-Q4,147000,0,2018-12
Wilson County,TX,Texas,"Wilson County, Texas",San Antonio-New Braunfels,1004,272100,0.012653517,0.077623762,0.104750305,0.069123604,0.041207677,2018-12,2018-Q4,272100,0,2018-12
Orleans County,NY,New York,"Orleans County, New York",Rochester,1005,103300,0.005842259,0.020750988,0.087368421,0.040995189,0.022244021,2018-12,2018-Q4,103300,0,2018-12
Mecosta County,MI,Michigan,"Mecosta County, Michigan",Big Rapids,1006,106300,0.01722488,0.08138352,0.15795207,0.065512284,0.023824217,2018-12,2018-Q4,106300,0,2018-12
Butler County,MO,Missouri,"Butler County, Missouri",Poplar Bluff,1007,123700,0.011447261,0.062714777,0.047417443,0.056448593,0.029714432,2018-12,2018-Q4,123700,0,2018-12
Muscatine County,IA,Iowa,"Muscatine County, Iowa",Muscatine,1008,145400,0.00137741,0.018920813,0.065201465,0.041587942,0.018035876,2018-12,2018-Q4,145400,0,2018-12
Fulton County,OH,Ohio,"Fulton County, Ohio",Toledo,1009,138800,0.00872093,0.028148148,0.069337442,0.048181687,0.022234249,2018-12,2018-Q4,138800,0,2018-12
Gratiot County,MI,Michigan,"Gratiot County, Michigan",Alma,1010,88800,0.002257336,0.014857143,0.077669903,0.07834849,,2018-12,2018-Q4,88800,0,2018-12
Bryan County,OK,Oklahoma,"Bryan County, Oklahoma",Durant,1011,107300,0.001867414,0.015137181,0.102774923,0.051183872,0.034683488,2018-12,2018-Q4,107300,0,2018-12
Sequoyah County,OK,Oklahoma,"Sequoyah County, Oklahoma",Fort Smith,1012,90800,0.002207506,0.01452514,0.146464646,0.052809384,0.017550873,2018-12,2018-Q4,90800,0,2018-12
Jackson County,IN,Indiana,"Jackson County, Indiana",Seymour,1013,132900,0.008345979,0.046456693,0.110275689,0.056848876,0.035789101,2018-12,2018-Q4,132900,0,2018-12
