Geography,County,state,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
"Garfield County, Montana",Garfield County, Montana,116300,23010
"Glacier County, Montana",Glacier County, Montana,105000,11368
"Golden Valley County, Montana",Golden Valley County, Montana,98300,19417
"Granite County, Montana",Granite County, Montana,218900,22677
"Hill County, Montana",Hill County, Montana,128000,7223
"Jefferson County, Montana",Jefferson County, Montana,264000,10797
"Judith Basin County, Montana",Judith Basin County, Montana,138500,18217
"Lake County, Montana",Lake County, Montana,224100,6996
"Lewis and Clark County, Montana",Lewis and Clark County, Montana,220600,3536
"Liberty County, Montana",Liberty County, Montana,108000,11679
"Lincoln County, Montana",Lincoln County, Montana,175500,16737
"McCone County, Montana",McCone County, Montana,111900,14045
"Madison County, Montana",Madison County, Montana,252200,20248
"Meagher County, Montana",Meagher County, Montana,136300,22373
"Mineral County, Montana",Mineral County, Montana,159800,12282
"Missoula County, Montana",Missoula County, Montana,259600,5590
"Musselshell County, Montana",Musselshell County, Montana,161400,19756
"Park County, Montana",Park County, Montana,235600,10484
"Petroleum County, Montana",Petroleum County, Montana,112000,14507
"Phillips County, Montana",Phillips County, Montana,117800,13338
"Pondera County, Montana",Pondera County, Montana,122100,9138
"Powder River County, Montana",Powder River County, Montana,110900,9419
"Powell County, Montana",Powell County, Montana,141000,13478
"Prairie County, Montana",Prairie County, Montana,100700,34376
"Ravalli County, Montana",Ravalli County, Montana,246600,11453
"Richland County, Montana",Richland County, Montana,213000,11860
"Roosevelt County, Montana",Roosevelt County, Montana,116400,6380
"Rosebud County, Montana",Rosebud County, Montana,118600,11584
"Sanders County, Montana",Sanders County, Montana,205000,17003
"Sheridan County, Montana",Sheridan County, Montana,146500,23861
"Silver Bow County, Montana",Silver Bow County, Montana,133800,7025
"Stillwater County, Montana",Stillwater County, Montana,225200,17439
"Sweet Grass County, Montana",Sweet Grass County, Montana,225900,28356
"Teton County, Montana",Teton County, Montana,156600,9399
"Toole County, Montana",Toole County, Montana,125200,13068
"Treasure County, Montana",Treasure County, Montana,105500,18216
"Valley County, Montana",Valley County, Montana,135600,18556
"Wheatland County, Montana",Wheatland County, Montana,89300,8622
"Wibaux County, Montana",Wibaux County, Montana,110100,14074
"Yellowstone County, Montana",Yellowstone County, Montana,210500,3363
"Adams County, Nebraska",Adams County, Nebraska,115300,5475
"Antelope County, Nebraska",Antelope County, Nebraska,78500,4115
"Arthur County, Nebraska",Arthur County, Nebraska,101500,18052
"Banner County, Nebraska",Banner County, Nebraska,137200,11743
"Blaine County, Nebraska",Blaine County, Nebraska,85900,12801
"Boone County, Nebraska",Boone County, Nebraska,105600,5806
"Box Butte County, Nebraska",Box Butte County, Nebraska,105400,9753
"Boyd County, Nebraska",Boyd County, Nebraska,63800,8846
"Brown County, Nebraska",Brown County, Nebraska,80200,5876
"Buffalo County, Nebraska",Buffalo County, Nebraska,161200,4286
"Burt County, Nebraska",Burt County, Nebraska,91600,3318
"Butler County, Nebraska",Butler County, Nebraska,111500,5670
"Cass County, Nebraska",Cass County, Nebraska,166200,5162
"Cedar County, Nebraska",Cedar County, Nebraska,113600,5239
"Chase County, Nebraska",Chase County, Nebraska,109900,10326
"Cherry County, Nebraska",Cherry County, Nebraska,119800,12413
"Cheyenne County, Nebraska",Cheyenne County, Nebraska,114100,8413
"Clay County, Nebraska",Clay County, Nebraska,85000,3240
"Colfax County, Nebraska",Colfax County, Nebraska,94300,8856
"Cuming County, Nebraska",Cuming County, Nebraska,113200,7162
"Custer County, Nebraska",Custer County, Nebraska,92800,8257
"Dakota County, Nebraska",Dakota County, Nebraska,116400,6478
"Dawes County, Nebraska",Dawes County, Nebraska,107500,11233
"Dawson County, Nebraska",Dawson County, Nebraska,101000,7477
"Deuel County, Nebraska",Deuel County, Nebraska,76300,6764
"Dixon County, Nebraska",Dixon County, Nebraska,87600,3798
"Dodge County, Nebraska",Dodge County, Nebraska,119600,3837
"Douglas County, Nebraska",Douglas County, Nebraska,155100,1132
"Dundy County, Nebraska",Dundy County, Nebraska,73900,6729
"Fillmore County, Nebraska",Fillmore County, Nebraska,76100,4225
"Franklin County, Nebraska",Franklin County, Nebraska,62000,4514
"Frontier County, Nebraska",Frontier County, Nebraska,98200,7813
"Furnas County, Nebraska",Furnas County, Nebraska,65300,5786
"Gage County, Nebraska",Gage County, Nebraska,108800,5605
"Garden County, Nebraska",Garden County, Nebraska,81800,8305
"Garfield County, Nebraska",Garfield County, Nebraska,96100,13509
"Gosper County, Nebraska",Gosper County, Nebraska,116300,8328
"Grant County, Nebraska",Grant County, Nebraska,55300,11776
"Greeley County, Nebraska",Greeley County, Nebraska,69400,11683
"Hall County, Nebraska",Hall County, Nebraska,136500,4675
"Hamilton County, Nebraska",Hamilton County, Nebraska,136200,10369
"Harlan County, Nebraska",Harlan County, Nebraska,83200,7695
"Hayes County, Nebraska",Hayes County, Nebraska,77500,22072
"Hitchcock County, Nebraska",Hitchcock County, Nebraska,58400,7711
"Holt County, Nebraska",Holt County, Nebraska,102900,5313
"Hooker County, Nebraska",Hooker County, Nebraska,85800,9967
"Howard County, Nebraska",Howard County, Nebraska,119600,9907
"Jefferson County, Nebraska",Jefferson County, Nebraska,75500,7056
"Johnson County, Nebraska",Johnson County, Nebraska,82200,6758
"Kearney County, Nebraska",Kearney County, Nebraska,128600,8499
"Keith County, Nebraska",Keith County, Nebraska,108400,6952
"Keya Paha County, Nebraska",Keya Paha County, Nebraska,72000,12873
"Kimball County, Nebraska",Kimball County, Nebraska,83200,3663
"Knox County, Nebraska",Knox County, Nebraska,85100,4520
"Lancaster County, Nebraska",Lancaster County, Nebraska,162900,1719
"Lincoln County, Nebraska",Lincoln County, Nebraska,130800,6373
"Logan County, Nebraska",Logan County, Nebraska,110900,13208
"Loup County, Nebraska",Loup County, Nebraska,159100,58598
"McPherson County, Nebraska",McPherson County, Nebraska,137500,54266
"Madison County, Nebraska",Madison County, Nebraska,126100,5875
"Merrick County, Nebraska",Merrick County, Nebraska,90900,7462
"Morrill County, Nebraska",Morrill County, Nebraska,87400,5045
"Nance County, Nebraska",Nance County, Nebraska,80400,5440
"Nemaha County, Nebraska",Nemaha County, Nebraska,114600,13605
"Nuckolls County, Nebraska",Nuckolls County, Nebraska,62300,8167
"Otoe County, Nebraska",Otoe County, Nebraska,130700,6266
"Pawnee County, Nebraska",Pawnee County, Nebraska,71100,12884
"Perkins County, Nebraska",Perkins County, Nebraska,105600,9415
"Phelps County, Nebraska",Phelps County, Nebraska,120000,9093
"Pierce County, Nebraska",Pierce County, Nebraska,102600,8576
"Platte County, Nebraska",Platte County, Nebraska,136600,4721
"Polk County, Nebraska",Polk County, Nebraska,100200,7466
"Red Willow County, Nebraska",Red Willow County, Nebraska,91500,6539
"Richardson County, Nebraska",Richardson County, Nebraska,69300,6802
"Rock County, Nebraska",Rock County, Nebraska,83700,18695
"Saline County, Nebraska",Saline County, Nebraska,95000,7521
"Sarpy County, Nebraska",Sarpy County, Nebraska,173900,1914
"Saunders County, Nebraska",Saunders County, Nebraska,159400,5049
"Scotts Bluff County, Nebraska",Scotts Bluff County, Nebraska,116600,4119
"Seward County, Nebraska",Seward County, Nebraska,159700,4881
"Sheridan County, Nebraska",Sheridan County, Nebraska,70900,8752
"Sherman County, Nebraska",Sherman County, Nebraska,85400,4673
"Sioux County, Nebraska",Sioux County, Nebraska,103200,19216
"Stanton County, Nebraska",Stanton County, Nebraska,111900,4878
"Thayer County, Nebraska",Thayer County, Nebraska,67500,4432
"Thomas County, Nebraska",Thomas County, Nebraska,82300,11574
"Thurston County, Nebraska",Thurston County, Nebraska,79100,6572
"Valley County, Nebraska",Valley County, Nebraska,92700,14041
"Washington County, Nebraska",Washington County, Nebraska,182400,11905
"Wayne County, Nebraska",Wayne County, Nebraska,133000,7445
"Webster County, Nebraska",Webster County, Nebraska,75600,5392
"Wheeler County, Nebraska",Wheeler County, Nebraska,104300,23958
"York County, Nebraska",York County, Nebraska,128400,7769
"Churchill County, Nevada",Churchill County, Nevada,169100,6569
"Clark County, Nevada",Clark County, Nevada,212300,1335
"Douglas County, Nevada",Douglas County, Nevada,311400,10750
"Elko County, Nevada",Elko County, Nevada,198100,8295
"Esmeralda County, Nevada",Esmeralda County, Nevada,73500,9265
"Eureka County, Nevada",Eureka County, Nevada,83100,15885
"Humboldt County, Nevada",Humboldt County, Nevada,163500,7349
"Lander County, Nevada",Lander County, Nevada,151900,49426
"Lincoln County, Nevada",Lincoln County, Nevada,132900,21642
"Lyon County, Nevada",Lyon County, Nevada,158000,4894
"Mineral County, Nevada",Mineral County, Nevada,90900,13107
"Nye County, Nevada",Nye County, Nevada,125100,9440
"Pershing County, Nevada",Pershing County, Nevada,101100,18295
"Storey County, Nevada",Storey County, Nevada,187100,28205
"Washoe County, Nevada",Washoe County, Nevada,268100,2570
"White Pine County, Nevada",White Pine County, Nevada,130600,13090
"Carson City, Nevada",Carson City, Nevada,217400,6822
"Belknap County, New Hampshire",Belknap County, New Hampshire,220400,7978
"Carroll County, New Hampshire",Carroll County, New Hampshire,227600,9292
"Cheshire County, New Hampshire",Cheshire County, New Hampshire,188700,3570
"Coos County, New Hampshire",Coos County, New Hampshire,123200,5681
"Grafton County, New Hampshire",Grafton County, New Hampshire,215600,6379
"Hillsborough County, New Hampshire",Hillsborough County, New Hampshire,256300,2290
"Merrimack County, New Hampshire",Merrimack County, New Hampshire,226700,2508
"Rockingham County, New Hampshire",Rockingham County, New Hampshire,295900,2610
"Strafford County, New Hampshire",Strafford County, New Hampshire,220900,4727
"Sullivan County, New Hampshire",Sullivan County, New Hampshire,171100,4490
"Atlantic County, New Jersey",Atlantic County, New Jersey,219000,2698
"Bergen County, New Jersey",Bergen County, New Jersey,451200,2499
"Burlington County, New Jersey",Burlington County, New Jersey,245300,1955
"Camden County, New Jersey",Camden County, New Jersey,193500,1430
"Cape May County, New Jersey",Cape May County, New Jersey,295500,5401
"Cumberland County, New Jersey",Cumberland County, New Jersey,160500,1892
"Essex County, New Jersey",Essex County, New Jersey,362300,3025
"Gloucester County, New Jersey",Gloucester County, New Jersey,213800,2264
"Hudson County, New Jersey",Hudson County, New Jersey,349500,3449
"Hunterdon County, New Jersey",Hunterdon County, New Jersey,393800,6488
"Mercer County, New Jersey",Mercer County, New Jersey,281900,3592
"Middlesex County, New Jersey",Middlesex County, New Jersey,329000,1926
"Monmouth County, New Jersey",Monmouth County, New Jersey,396200,2577
"Morris County, New Jersey",Morris County, New Jersey,438100,3359
"Ocean County, New Jersey",Ocean County, New Jersey,267900,2208
"Passaic County, New Jersey",Passaic County, New Jersey,333200,2778
"Salem County, New Jersey",Salem County, New Jersey,185800,4247
"Somerset County, New Jersey",Somerset County, New Jersey,412800,6274
"Sussex County, New Jersey",Sussex County, New Jersey,264100,3592
"Union County, New Jersey",Union County, New Jersey,351800,3128
"Warren County, New Jersey",Warren County, New Jersey,256700,4740
"Bernalillo County, New Mexico",Bernalillo County, New Mexico,189700,1628
"Catron County, New Mexico",Catron County, New Mexico,164600,9324
"Chaves County, New Mexico",Chaves County, New Mexico,106400,5317
"Cibola County, New Mexico",Cibola County, New Mexico,89800,8858
"Colfax County, New Mexico",Colfax County, New Mexico,105900,13646
"Curry County, New Mexico",Curry County, New Mexico,131200,7527
"De Baca County, New Mexico",De Baca County, New Mexico,67700,30213
"Doña Ana County, New Mexico",Doña Ana County, New Mexico,140700,4440
"Eddy County, New Mexico",Eddy County, New Mexico,143100,8144
"Grant County, New Mexico",Grant County, New Mexico,125300,10953
"Guadalupe County, New Mexico",Guadalupe County, New Mexico,81100,14617
"Harding County, New Mexico",Harding County, New Mexico,67800,4912
"Hidalgo County, New Mexico",Hidalgo County, New Mexico,81200,5076
"Lea County, New Mexico",Lea County, New Mexico,118500,4838
"Lincoln County, New Mexico",Lincoln County, New Mexico,171900,13143
"Los Alamos County, New Mexico",Los Alamos County, New Mexico,285300,11938
"Luna County, New Mexico",Luna County, New Mexico,83800,6256
"McKinley County, New Mexico",McKinley County, New Mexico,62800,3969
"Mora County, New Mexico",Mora County, New Mexico,109100,15225
"Otero County, New Mexico",Otero County, New Mexico,106300,5473
"Quay County, New Mexico",Quay County, New Mexico,72200,7214
"Rio Arriba County, New Mexico",Rio Arriba County, New Mexico,167100,6276
"Roosevelt County, New Mexico",Roosevelt County, New Mexico,114300,10004
"Sandoval County, New Mexico",Sandoval County, New Mexico,183300,4105
"San Juan County, New Mexico",San Juan County, New Mexico,143300,4626
"San Miguel County, New Mexico",San Miguel County, New Mexico,132900,17469
"Santa Fe County, New Mexico",Santa Fe County, New Mexico,277700,4557
"Sierra County, New Mexico",Sierra County, New Mexico,99600,13833
"Socorro County, New Mexico",Socorro County, New Mexico,103000,19295
"Taos County, New Mexico",Taos County, New Mexico,218400,13520
"Torrance County, New Mexico",Torrance County, New Mexico,111700,7066
"Union County, New Mexico",Union County, New Mexico,89500,11133
"Valencia County, New Mexico",Valencia County, New Mexico,133100,4585
"Albany County, New York",Albany County, New York,214400,2358
"Allegany County, New York",Allegany County, New York,73300,1647
"Bronx County, New York",Bronx County, New York,371800,5448
"Broome County, New York",Broome County, New York,113100,1759
"Cattaraugus County, New York",Cattaraugus County, New York,86500,1424
"Cayuga County, New York",Cayuga County, New York,120000,2500
"Chautauqua County, New York",Chautauqua County, New York,85800,1350
"Chemung County, New York",Chemung County, New York,105500,3515
"Chenango County, New York",Chenango County, New York,95900,3203
"Clinton County, New York",Clinton County, New York,129000,3521
"Columbia County, New York",Columbia County, New York,224600,5217
"Cortland County, New York",Cortland County, New York,113900,3286
"Delaware County, New York",Delaware County, New York,138000,7168
"Dutchess County, New York",Dutchess County, New York,275200,2437
"Erie County, New York",Erie County, New York,139900,1106
"Essex County, New York",Essex County, New York,146900,6844
"Franklin County, New York",Franklin County, New York,102200,3840
"Fulton County, New York",Fulton County, New York,107600,4810
"Genesee County, New York",Genesee County, New York,111900,2894
"Greene County, New York",Greene County, New York,176100,5663
"Hamilton County, New York",Hamilton County, New York,164000,11073
"Herkimer County, New York",Herkimer County, New York,95800,2418
"Jefferson County, New York",Jefferson County, New York,149300,3782
"Kings County, New York",Kings County, New York,623900,3713
"Lewis County, New York",Lewis County, New York,121700,4006
"Livingston County, New York",Livingston County, New York,125000,3956
"Madison County, New York",Madison County, New York,132800,4961
"Monroe County, New York",Monroe County, New York,142300,996
"Montgomery County, New York",Montgomery County, New York,99900,3850
"Nassau County, New York",Nassau County, New York,460700,1594
"New York County, New York",New York County, New York,915300,14939
"Niagara County, New York",Niagara County, New York,114800,1762
"Oneida County, New York",Oneida County, New York,120000,1548
"Onondaga County, New York",Onondaga County, New York,139400,1189
"Ontario County, New York",Ontario County, New York,156500,3132
"Orange County, New York",Orange County, New York,260300,3285
"Orleans County, New York",Orleans County, New York,93600,2853
"Oswego County, New York",Oswego County, New York,97800,2171
"Otsego County, New York",Otsego County, New York,141900,4672
"Putnam County, New York",Putnam County, New York,357700,4853
"Queens County, New York",Queens County, New York,481300,2240
"Rensselaer County, New York",Rensselaer County, New York,183400,2983
"Richmond County, New York",Richmond County, New York,460200,3156
"Rockland County, New York",Rockland County, New York,425100,4054
"St. Lawrence County, New York",St. Lawrence County, New York,88000,1672
"Saratoga County, New York",Saratoga County, New York,243600,2996
"Schenectady County, New York",Schenectady County, New York,164100,1939
"Schoharie County, New York",Schoharie County, New York,143300,6295
"Schuyler County, New York",Schuyler County, New York,114700,5547
"Seneca County, New York",Seneca County, New York,98400,3190
"Steuben County, New York",Steuben County, New York,95300,1814
"Suffolk County, New York",Suffolk County, New York,379400,1224
"Sullivan County, New York",Sullivan County, New York,167900,3511
"Tioga County, New York",Tioga County, New York,113000,3436
"Tompkins County, New York",Tompkins County, New York,190100,5183
"Ulster County, New York",Ulster County, New York,221600,3272
"Warren County, New York",Warren County, New York,192800,5624
"Washington County, New York",Washington County, New York,144900,3937
"Wayne County, New York",Wayne County, New York,118900,2606
"Westchester County, New York",Westchester County, New York,513300,5430
"Wyoming County, New York",Wyoming County, New York,108500,2811
"Yates County, New York",Yates County, New York,128900,7072
"Alamance County, North Carolina",Alamance County, North Carolina,145500,3245
"Alexander County, North Carolina",Alexander County, North Carolina,131800,7304
"Alleghany County, North Carolina",Alleghany County, North Carolina,136000,14276
"Anson County, North Carolina",Anson County, North Carolina,83700,6261
"Ashe County, North Carolina",Ashe County, North Carolina,150300,12406
"Avery County, North Carolina",Avery County, North Carolina,138800,17228
"Beaufort County, North Carolina",Beaufort County, North Carolina,123600,8112
"Bertie County, North Carolina",Bertie County, North Carolina,78900,4127
"Bladen County, North Carolina",Bladen County, North Carolina,89500,5656
"Brunswick County, North Carolina",Brunswick County, North Carolina,194700,5052
"Buncombe County, North Carolina",Buncombe County, North Carolina,209800,4298
"Burke County, North Carolina",Burke County, North Carolina,115400,3621
"Cabarrus County, North Carolina",Cabarrus County, North Carolina,180300,4446
"Caldwell County, North Carolina",Caldwell County, North Carolina,112400,3245
"Camden County, North Carolina",Camden County, North Carolina,222500,11579
"Carteret County, North Carolina",Carteret County, North Carolina,197700,5238
"Caswell County, North Carolina",Caswell County, North Carolina,104700,7689
"Catawba County, North Carolina",Catawba County, North Carolina,139900,3574
"Chatham County, North Carolina",Chatham County, North Carolina,251600,10412
"Cherokee County, North Carolina",Cherokee County, North Carolina,145500,7973
"Chowan County, North Carolina",Chowan County, North Carolina,128300,13319
"Clay County, North Carolina",Clay County, North Carolina,154600,9803
"Cleveland County, North Carolina",Cleveland County, North Carolina,110500,2861
"Columbus County, North Carolina",Columbus County, North Carolina,85200,2947
"Craven County, North Carolina",Craven County, North Carolina,156500,3378
"Cumberland County, North Carolina",Cumberland County, North Carolina,131200,2406
"Currituck County, North Carolina",Currituck County, North Carolina,244500,12958
"Dare County, North Carolina",Dare County, North Carolina,285000,10161
"Davidson County, North Carolina",Davidson County, North Carolina,134800,3356
"Davie County, North Carolina",Davie County, North Carolina,170000,6789
"Duplin County, North Carolina",Duplin County, North Carolina,88800,3898
"Durham County, North Carolina",Durham County, North Carolina,195900,3328
"Edgecombe County, North Carolina",Edgecombe County, North Carolina,84000,2335
"Forsyth County, North Carolina",Forsyth County, North Carolina,151400,1742
"Franklin County, North Carolina",Franklin County, North Carolina,140300,5650
"Gaston County, North Carolina",Gaston County, North Carolina,130700,2121
"Gates County, North Carolina",Gates County, North Carolina,142500,12525
"Graham County, North Carolina",Graham County, North Carolina,124800,16425
"Granville County, North Carolina",Granville County, North Carolina,146100,4202
"Greene County, North Carolina",Greene County, North Carolina,85700,3845
"Guilford County, North Carolina",Guilford County, North Carolina,160200,1448
"Halifax County, North Carolina",Halifax County, North Carolina,86500,2834
"Harnett County, North Carolina",Harnett County, North Carolina,144700,4039
"Haywood County, North Carolina",Haywood County, North Carolina,175900,5710
"Henderson County, North Carolina",Henderson County, North Carolina,193200,5308
"Hertford County, North Carolina",Hertford County, North Carolina,86800,3846
"Hoke County, North Carolina",Hoke County, North Carolina,137700,5512
"Hyde County, North Carolina",Hyde County, North Carolina,81000,29942
"Iredell County, North Carolina",Iredell County, North Carolina,173600,2775
"Jackson County, North Carolina",Jackson County, North Carolina,177200,13307
"Johnston County, North Carolina",Johnston County, North Carolina,150700,3451
"Jones County, North Carolina",Jones County, North Carolina,92700,8299
"Lee County, North Carolina",Lee County, North Carolina,138400,4957
"Lenoir County, North Carolina",Lenoir County, North Carolina,93500,4067
"Lincoln County, North Carolina",Lincoln County, North Carolina,158700,4710
"McDowell County, North Carolina",McDowell County, North Carolina,110400,4875
"Macon County, North Carolina",Macon County, North Carolina,162000,7354
"Madison County, North Carolina",Madison County, North Carolina,172200,10548
"Martin County, North Carolina",Martin County, North Carolina,83100,4341
"Mecklenburg County, North Carolina",Mecklenburg County, North Carolina,203900,2431
"Mitchell County, North Carolina",Mitchell County, North Carolina,140600,10850
"Montgomery County, North Carolina",Montgomery County, North Carolina,105900,8873
"Moore County, North Carolina",Moore County, North Carolina,207300,7255
"Nash County, North Carolina",Nash County, North Carolina,123100,5066
"New Hanover County, North Carolina",New Hanover County, North Carolina,225600,4454
"Northampton County, North Carolina",Northampton County, North Carolina,81900,5189
"Onslow County, North Carolina",Onslow County, North Carolina,154400,2809
"Orange County, North Carolina",Orange County, North Carolina,283000,6833
"Pamlico County, North Carolina",Pamlico County, North Carolina,150600,12270
"Pasquotank County, North Carolina",Pasquotank County, North Carolina,158900,5376
"Pender County, North Carolina",Pender County, North Carolina,167200,5913
"Perquimans County, North Carolina",Perquimans County, North Carolina,165500,9260
"Person County, North Carolina",Person County, North Carolina,118500,4729
"Pitt County, North Carolina",Pitt County, North Carolina,138700,3959
"Polk County, North Carolina",Polk County, North Carolina,205500,14339
"Randolph County, North Carolina",Randolph County, North Carolina,119500,2664
"Richmond County, North Carolina",Richmond County, North Carolina,80000,2915
"Robeson County, North Carolina",Robeson County, North Carolina,72100,2167
"Rockingham County, North Carolina",Rockingham County, North Carolina,109600,3033
"Rowan County, North Carolina",Rowan County, North Carolina,130400,3696
"Rutherford County, North Carolina",Rutherford County, North Carolina,109000,5830
"Sampson County, North Carolina",Sampson County, North Carolina,87700,2717
"Scotland County, North Carolina",Scotland County, North Carolina,85200,3735
"Stanly County, North Carolina",Stanly County, North Carolina,133000,4551
"Stokes County, North Carolina",Stokes County, North Carolina,123900,4495
"Surry County, North Carolina",Surry County, North Carolina,120900,3437
"Swain County, North Carolina",Swain County, North Carolina,122300,9651
"Transylvania County, North Carolina",Transylvania County, North Carolina,202100,9655
"Tyrrell County, North Carolina",Tyrrell County, North Carolina,113100,14124
"Union County, North Carolina",Union County, North Carolina,215200,4010
"Vance County, North Carolina",Vance County, North Carolina,95500,3819
"Wake County, North Carolina",Wake County, North Carolina,250700,2343
"Warren County, North Carolina",Warren County, North Carolina,93900,6298
"Washington County, North Carolina",Washington County, North Carolina,86000,4436
"Watauga County, North Carolina",Watauga County, North Carolina,240700,7597
"Wayne County, North Carolina",Wayne County, North Carolina,117000,4380
"Wilkes County, North Carolina",Wilkes County, North Carolina,123700,4974
"Wilson County, North Carolina",Wilson County, North Carolina,119200,4311
"Yadkin County, North Carolina",Yadkin County, North Carolina,127300,7789
"Yancey County, North Carolina",Yancey County, North Carolina,139800,13516
"Adams County, North Dakota",Adams County, North Dakota,144900,44360
"Barnes County, North Dakota",Barnes County, North Dakota,117200,12856
"Benson County, North Dakota",Benson County, North Dakota,68900,7136
"Billings County, North Dakota",Billings County, North Dakota,185300,18979
"Bottineau County, North Dakota",Bottineau County, North Dakota,140500,14688
"Bowman County, North Dakota",Bowman County, North Dakota,149600,14378
"Burke County, North Dakota",Burke County, North Dakota,115300,10304
"Burleigh County, North Dakota",Burleigh County, North Dakota,237000,4072
"Cass County, North Dakota",Cass County, North Dakota,198100,3617
"Cavalier County, North Dakota",Cavalier County, North Dakota,95500,6958
"Dickey County, North Dakota",Dickey County, North Dakota,110400,9916
"Divide County, North Dakota",Divide County, North Dakota,150800,24844
"Dunn County, North Dakota",Dunn County, North Dakota,168800,12986
"Eddy County, North Dakota",Eddy County, North Dakota,74200,6183
"Emmons County, North Dakota",Emmons County, North Dakota,92200,11040
"Foster County, North Dakota",Foster County, North Dakota,125600,14999
"Golden Valley County, North Dakota",Golden Valley County, North Dakota,119900,11852
"Grand Forks County, North Dakota",Grand Forks County, North Dakota,181600,4520
"Grant County, North Dakota",Grant County, North Dakota,79800,7841
"Griggs County, North Dakota",Griggs County, North Dakota,91800,11792
"Hettinger County, North Dakota",Hettinger County, North Dakota,108200,8566
"Kidder County, North Dakota",Kidder County, North Dakota,104400,12279
"LaMoure County, North Dakota",LaMoure County, North Dakota,91100,13791
"Logan County, North Dakota",Logan County, North Dakota,79000,9500
"McHenry County, North Dakota",McHenry County, North Dakota,116700,7553
"McIntosh County, North Dakota",McIntosh County, North Dakota,72300,6021
"McKenzie County, North Dakota",McKenzie County, North Dakota,213600,17158
"McLean County, North Dakota",McLean County, North Dakota,159300,6935
"Mercer County, North Dakota",Mercer County, North Dakota,166200,10623
"Morton County, North Dakota",Morton County, North Dakota,187600,9659
"Mountrail County, North Dakota",Mountrail County, North Dakota,169800,11960
"Nelson County, North Dakota",Nelson County, North Dakota,78700,3388
"Oliver County, North Dakota",Oliver County, North Dakota,171800,16506
"Pembina County, North Dakota",Pembina County, North Dakota,85500,4657
"Pierce County, North Dakota",Pierce County, North Dakota,110400,12348
"Ramsey County, North Dakota",Ramsey County, North Dakota,130400,15134
"Ransom County, North Dakota",Ransom County, North Dakota,120600,6477
"Renville County, North Dakota",Renville County, North Dakota,125900,15258
"Richland County, North Dakota",Richland County, North Dakota,116000,6150
"Rolette County, North Dakota",Rolette County, North Dakota,73700,5263
"Sargent County, North Dakota",Sargent County, North Dakota,96400,8484
"Sheridan County, North Dakota",Sheridan County, North Dakota,84900,8757
"Sioux County, North Dakota",Sioux County, North Dakota,76300,9095
"Slope County, North Dakota",Slope County, North Dakota,89300,22913
"Stark County, North Dakota",Stark County, North Dakota,228200,6707
"Steele County, North Dakota",Steele County, North Dakota,72000,7056
"Stutsman County, North Dakota",Stutsman County, North Dakota,130900,10342
"Towner County, North Dakota",Towner County, North Dakota,73000,7175
"Traill County, North Dakota",Traill County, North Dakota,127200,11997
"Walsh County, North Dakota",Walsh County, North Dakota,83700,5182
"Ward County, North Dakota",Ward County, North Dakota,211900,6202
"Wells County, North Dakota",Wells County, North Dakota,84200,6879
"Williams County, North Dakota",Williams County, North Dakota,238900,12966
"Adams County, Ohio",Adams County, Ohio,98000,6257
"Allen County, Ohio",Allen County, Ohio,110900,2949
"Ashland County, Ohio",Ashland County, Ohio,122000,3949
"Ashtabula County, Ohio",Ashtabula County, Ohio,106300,3218
"Athens County, Ohio",Athens County, Ohio,116500,6467
"Auglaize County, Ohio",Auglaize County, Ohio,143100,5125
"Belmont County, Ohio",Belmont County, Ohio,94800,3551
"Brown County, Ohio",Brown County, Ohio,118600,3474
"Butler County, Ohio",Butler County, Ohio,162300,1717
"Carroll County, Ohio",Carroll County, Ohio,116700,5043
"Champaign County, Ohio",Champaign County, Ohio,126700,4461
"Clark County, Ohio",Clark County, Ohio,107300,2133
"Clermont County, Ohio",Clermont County, Ohio,160600,2385
"Clinton County, Ohio",Clinton County, Ohio,123700,4270
"Columbiana County, Ohio",Columbiana County, Ohio,104300,3091
"Coshocton County, Ohio",Coshocton County, Ohio,95500,3760
"Crawford County, Ohio",Crawford County, Ohio,85600,2038
"Cuyahoga County, Ohio",Cuyahoga County, Ohio,123900,898
"Darke County, Ohio",Darke County, Ohio,113200,3750
"Defiance County, Ohio",Defiance County, Ohio,112700,3132
"Delaware County, Ohio",Delaware County, Ohio,279800,3958
"Erie County, Ohio",Erie County, Ohio,132400,3465
"Fairfield County, Ohio",Fairfield County, Ohio,168500,1993
"Fayette County, Ohio",Fayette County, Ohio,108900,4702
"Franklin County, Ohio",Franklin County, Ohio,158400,1011
"Fulton County, Ohio",Fulton County, Ohio,134700,3983
"Gallia County, Ohio",Gallia County, Ohio,103200,6061
"Geauga County, Ohio",Geauga County, Ohio,228000,4756
"Greene County, Ohio",Greene County, Ohio,163500,1691
"Guernsey County, Ohio",Guernsey County, Ohio,103100,4228
"Hamilton County, Ohio",Hamilton County, Ohio,145800,1304
"Hancock County, Ohio",Hancock County, Ohio,132600,4634
"Hardin County, Ohio",Hardin County, Ohio,95400,2860
"Harrison County, Ohio",Harrison County, Ohio,88600,3645
"Henry County, Ohio",Henry County, Ohio,116200,4183
"Highland County, Ohio",Highland County, Ohio,107800,5527
"Hocking County, Ohio",Hocking County, Ohio,118400,5963
"Holmes County, Ohio",Holmes County, Ohio,183800,9170
"Huron County, Ohio",Huron County, Ohio,118800,2932
"Jackson County, Ohio",Jackson County, Ohio,93900,3102
