Geography,County,State,Latitude,Longitude
"Silver Bow County, Montana",Silver Bow County,Montana,45.8804293,-112.5843056
"Stillwater County, Montana",Stillwater County,Montana,45.7001096,-109.3922403
"Sweet Grass County, Montana",Sweet Grass County,Montana,45.76727959999999,-109.8979908
"Teton County, Montana",Teton County,Montana,47.90199459999999,-112.2717561
"Toole County, Montana",Toole County,Montana,48.6974247,-111.6408212
"Treasure County, Montana",Treasure County,Montana,46.2106667,-107.2586096
"Valley County, Montana",Valley County,Montana,48.28557319999999,-106.8304776
"Wheatland County, Montana",Wheatland County,Montana,46.4922893,-109.8418592
"Wibaux County, Montana",Wibaux County,Montana,46.7836649,-104.3183897
"Yellowstone County, Montana",Yellowstone County,Montana,45.78565769999999,-108.4343805
"Adams County, Nebraska",Adams County,Nebraska,40.5596231,-98.5721016
"Antelope County, Nebraska",Antelope County,Nebraska,42.1902446,-98.04651849999999
"Arthur County, Nebraska",Arthur County,Nebraska,41.5680276,-101.6157773
"Banner County, Nebraska",Banner County,Nebraska,41.500766,-103.6362715
"Blaine County, Nebraska",Blaine County,Nebraska,41.8795565,-99.99122539999999
"Boone County, Nebraska",Boone County,Nebraska,41.7172326,-98.04651849999999
"Box Butte County, Nebraska",Box Butte County,Nebraska,42.19114709999999,-103.0817903
"Boyd County, Nebraska",Boyd County,Nebraska,42.88237160000001,-98.70407499999999
"Brown County, Nebraska",Brown County,Nebraska,42.5052914,-99.99122539999999
"Buffalo County, Nebraska",Buffalo County,Nebraska,40.84102180000001,-99.1013498
"Burt County, Nebraska",Burt County,Nebraska,41.8252059,-96.3226072
"Butler County, Nebraska",Butler County,Nebraska,41.1375727,-97.179026
"Cass County, Nebraska",Cass County,Nebraska,40.8755529,-96.15269850000001
"Cedar County, Nebraska",Cedar County,Nebraska,42.56103239999999,-97.179026
"Chase County, Nebraska",Chase County,Nebraska,40.4531318,-101.6157773
"Cherry County, Nebraska",Cherry County,Nebraska,42.474114,-101.1617356
"Cheyenne County, Nebraska",Cheyenne County,Nebraska,41.2509264,-103.0817903
"Clay County, Nebraska",Clay County,Nebraska,40.5975479,-98.04651849999999
"Colfax County, Nebraska",Colfax County,Nebraska,41.6268435,-97.0068393
"Cuming County, Nebraska",Cuming County,Nebraska,41.95401529999999,-96.83509989999999
"Custer County, Nebraska",Custer County,Nebraska,41.3491322,-99.72326729999999
"Dakota County, Nebraska",Dakota County,Nebraska,42.4040965,-96.5356449
"Dawes County, Nebraska",Dawes County,Nebraska,42.6551733,-103.0817903
"Dawson County, Nebraska",Dawson County,Nebraska,40.9427264,-99.8124935
"Deuel County, Nebraska",Deuel County,Nebraska,41.1401755,-102.3005803
"Dixon County, Nebraska",Dixon County,Nebraska,42.4257719,-96.83509989999999
"Dodge County, Nebraska",Dodge County,Nebraska,41.6472611,-96.663812
"Douglas County, Nebraska",Douglas County,Nebraska,41.3148116,-96.19513200000002
"Dundy County, Nebraska",Dundy County,Nebraska,40.13061210000001,-101.6157773
"Fillmore County, Nebraska",Fillmore County,Nebraska,40.47101190000001,-97.5247243
"Franklin County, Nebraska",Franklin County,Nebraska,40.20898570000001,-98.92453429999999
"Frontier County, Nebraska",Frontier County,Nebraska,40.5744778,-100.3497895
"Furnas County, Nebraska",Furnas County,Nebraska,40.12139699999999,-99.99122539999999
"Gage County, Nebraska",Gage County,Nebraska,40.1989041,-96.663812
"Garden County, Nebraska",Garden County,Nebraska,41.7369721,-102.2547919
"Garfield County, Nebraska",Garfield County,Nebraska,41.9678957,-98.92453429999999
"Gosper County, Nebraska",Gosper County,Nebraska,40.4604851,-99.8124935
"Grant County, Nebraska",Grant County,Nebraska,41.86377540000001,-101.7979613
"Greeley County, Nebraska",Greeley County,Nebraska,41.520541,-98.5721016
"Hall County, Nebraska",Hall County,Nebraska,40.8817333,-98.5721016
"Hamilton County, Nebraska",Hamilton County,Nebraska,40.919722,-98.04651849999999
"Harlan County, Nebraska",Harlan County,Nebraska,40.1665848,-99.456155
"Hayes County, Nebraska",Hayes County,Nebraska,40.5070797,-101.0711758
"Hitchcock County, Nebraska",Hitchcock County,Nebraska,40.1844599,-101.0711758
"Holt County, Nebraska",Holt County,Nebraska,42.3803308,-98.6600586
"Hooker County, Nebraska",Hooker County,Nebraska,41.9368476,-101.0711758
"Howard County, Nebraska",Howard County,Nebraska,41.20204349999999,-98.5721016
"Jefferson County, Nebraska",Jefferson County,Nebraska,40.16807319999999,-97.179026
"Johnson County, Nebraska",Johnson County,Nebraska,40.3808026,-96.3226072
"Kearney County, Nebraska",Kearney County,Nebraska,40.5328331,-98.92453429999999
"Keith County, Nebraska",Keith County,Nebraska,41.1815863,-101.5248055
"Keya Paha County, Nebraska",Keya Paha County,Nebraska,42.8461857,-99.634135
"Kimball County, Nebraska",Kimball County,Nebraska,41.1856601,-103.6362715
"Knox County, Nebraska",Knox County,Nebraska,42.6712397,-97.87216
"Lancaster County, Nebraska",Lancaster County,Nebraska,40.8471492,-96.663812
"Lincoln County, Nebraska",Lincoln County,Nebraska,40.9338037,-100.8000051
"Logan County, Nebraska",Logan County,Nebraska,41.5155698,-100.5296115
"Loup County, Nebraska",Loup County,Nebraska,41.9251335,-99.456155
"McPherson County, Nebraska",McPherson County,Nebraska,41.6222686,-101.0711758
"Madison County, Nebraska",Madison County,Nebraska,41.9108264,-97.5247243
"Merrick County, Nebraska",Merrick County,Nebraska,41.2031926,-98.0028892
"Morrill County, Nebraska",Morrill County,Nebraska,41.6552418,-102.989615
"Nance County, Nebraska",Nance County,Nebraska,41.3995947,-98.04651849999999
"Nemaha County, Nebraska",Nemaha County,Nebraska,40.4074745,-95.81428849999999
"Nuckolls County, Nebraska",Nuckolls County,Nebraska,40.110932,-98.04651849999999
"Otoe County, Nebraska",Otoe County,Nebraska,40.675971,-96.11029429999999
"Pawnee County, Nebraska",Pawnee County,Nebraska,40.10258169999999,-96.19513200000002
"Perkins County, Nebraska",Perkins County,Nebraska,40.7922353,-101.4339148
"Phelps County, Nebraska",Phelps County,Nebraska,40.4903536,-99.456155
"Pierce County, Nebraska",Pierce County,Nebraska,42.2257474,-97.5247243
"Platte County, Nebraska",Platte County,Nebraska,41.59406,-97.5247243
"Polk County, Nebraska",Polk County,Nebraska,41.1526688,-97.56805949999999
"Red Willow County, Nebraska",Red Willow County,Nebraska,40.2353963,-100.5296115
"Richardson County, Nebraska",Richardson County,Nebraska,40.0898025,-95.6457951
"Rock County, Nebraska",Rock County,Nebraska,42.3951993,-99.456155
"Saline County, Nebraska",Saline County,Nebraska,40.4930367,-97.179026
"Sarpy County, Nebraska",Sarpy County,Nebraska,41.0744042,-96.19513200000002
"Saunders County, Nebraska",Saunders County,Nebraska,41.168563,-96.663812
"Scotts Bluff County, Nebraska",Scotts Bluff County,Nebraska,41.8140936,-103.6362715
"Seward County, Nebraska",Seward County,Nebraska,40.9078649,-97.0984646
"Sheridan County, Nebraska",Sheridan County,Nebraska,42.3613076,-102.2547919
"Sherman County, Nebraska",Sherman County,Nebraska,41.1751661,-98.92453429999999
"Sioux County, Nebraska",Sioux County,Nebraska,42.5012873,-103.7289167
"Stanton County, Nebraska",Stanton County,Nebraska,41.9329995,-97.179026
"Thayer County, Nebraska",Thayer County,Nebraska,40.1460895,-97.5247243
"Thomas County, Nebraska",Thomas County,Nebraska,41.9882143,-100.5296115
"Thurston County, Nebraska",Thurston County,Nebraska,42.1685528,-96.5356449
"Valley County, Nebraska",Valley County,Nebraska,41.4936253,-98.92453429999999
"Washington County, Nebraska",Washington County,Nebraska,41.5541889,-96.19513200000002
"Wayne County, Nebraska",Wayne County,Nebraska,42.2479453,-97.179026
"Webster County, Nebraska",Webster County,Nebraska,40.2357266,-98.5721016
"Wheeler County, Nebraska",Wheeler County,Nebraska,41.8372138,-98.5721016
"York County, Nebraska",York County,Nebraska,40.7941448,-97.5247243
"Churchill County, Nevada",Churchill County,Nevada,39.6626678,-118.4863963
"Clark County, Nevada",Clark County,Nevada,36.0795613,-115.094045
"Douglas County, Nevada",Douglas County,Nevada,38.9265035,-119.6499162
"Elko County, Nevada",Elko County,Nevada,41.2220182,-115.2837585
"Esmeralda County, Nevada",Esmeralda County,Nevada,37.7866167,-117.3616476
"Eureka County, Nevada",Eureka County,Nevada,39.5126741,-115.9637979
"Humboldt County, Nevada",Humboldt County,Nevada,41.5931459,-118.5500954
"Lander County, Nevada",Lander County,Nevada,40.0510104,-116.9852422
"Lincoln County, Nevada",Lincoln County,Nevada,37.660825,-114.524264
"Lyon County, Nevada",Lyon County,Nevada,38.9524739,-119.1390642
"Mineral County, Nevada",Mineral County,Nevada,38.4343464,-118.4863963
"Nye County, Nevada",Nye County,Nevada,38.58071109999999,-116.0413889
"Pershing County, Nevada",Pershing County,Nevada,40.5685952,-118.4863963
"Storey County, Nevada",Storey County,Nevada,39.4089847,-119.5571677
"Washoe County, Nevada",Washoe County,Nevada,40.5608387,-119.6035495
"White Pine County, Nevada",White Pine County,Nevada,39.5564495,-114.524264
"Carson City, Nevada",Carson City,Nevada,39.1637984,-119.7674034
"Belknap County, New Hampshire",Belknap County,New Hampshire,43.5024246,-71.4073938
"Carroll County, New Hampshire",Carroll County,New Hampshire,43.8128209,-71.25060669999999
"Cheshire County, New Hampshire",Cheshire County,New Hampshire,42.9259375,-72.236379
"Coos County, New Hampshire",Coos County,New Hampshire,44.7288907,-71.27872669999999
"Grafton County, New Hampshire",Grafton County,New Hampshire,43.9087929,-71.825994
"Hillsborough County, New Hampshire",Hillsborough County,New Hampshire,42.83347939999999,-71.6673352
"Merrimack County, New Hampshire",Merrimack County,New Hampshire,43.2844846,-71.6673352
"Rockingham County, New Hampshire",Rockingham County,New Hampshire,42.9931261,-71.0497768
"Strafford County, New Hampshire",Strafford County,New Hampshire,43.238329,-71.0236044
"Sullivan County, New Hampshire",Sullivan County,New Hampshire,43.3770392,-72.236379
"Atlantic County, New Jersey",Atlantic County,New Jersey,39.5333379,-74.6868815
"Bergen County, New Jersey",Bergen County,New Jersey,40.9262762,-74.07701
"Burlington County, New Jersey",Burlington County,New Jersey,39.8558488,-74.6868815
"Camden County, New Jersey",Camden County,New Jersey,39.8592439,-75.0143824
"Cape May County, New Jersey",Cape May County,New Jersey,39.105884,-74.8273184
"Cumberland County, New Jersey",Cumberland County,New Jersey,39.2587106,-75.06111469999999
"Essex County, New Jersey",Essex County,New Jersey,40.7947466,-74.2648829
"Gloucester County, New Jersey",Gloucester County,New Jersey,39.7103023,-75.1078332
"Hudson County, New Jersey",Hudson County,New Jersey,40.7453199,-74.05351259999999
"Hunterdon County, New Jersey",Hunterdon County,New Jersey,40.56695149999999,-74.92087719999999
"Mercer County, New Jersey",Mercer County,New Jersey,40.3028533,-74.7337069
"Middlesex County, New Jersey",Middlesex County,New Jersey,40.4111363,-74.35874729999999
"Monmouth County, New Jersey",Monmouth County,New Jersey,40.2589455,-74.12399599999999
"Morris County, New Jersey",Morris County,New Jersey,40.8336038,-74.54632819999999
"Ocean County, New Jersey",Ocean County,New Jersey,39.9652553,-74.3118212
"Passaic County, New Jersey",Passaic County,New Jersey,41.1231647,-74.35874729999999
"Salem County, New Jersey",Salem County,New Jersey,39.5848777,-75.3878525
"Somerset County, New Jersey",Somerset County,New Jersey,40.5292099,-74.64004320000001
"Sussex County, New Jersey",Sussex County,New Jersey,41.1288481,-74.6868815
"Union County, New Jersey",Union County,New Jersey,40.6595001,-74.2883536
"Warren County, New Jersey",Warren County,New Jersey,40.8841854,-74.92087719999999
"Bernalillo County, New Mexico",Bernalillo County,New Mexico,35.0177854,-106.6291304
"Catron County, New Mexico",Catron County,New Mexico,34.1515173,-108.4276047
"Chaves County, New Mexico",Chaves County,New Mexico,33.4757392,-104.4723301
"Cibola County, New Mexico",Cibola County,New Mexico,35.0947557,-107.8583868
"Colfax County, New Mexico",Colfax County,New Mexico,36.5799757,-104.4723301
"Curry County, New Mexico",Curry County,New Mexico,34.5751567,-103.2663479
"De Baca County, New Mexico",De Baca County,New Mexico,34.2734196,-104.3791912
"Doña Ana County, New Mexico",Doña Ana County,New Mexico,32.485767,-106.7234639
"Eddy County, New Mexico",Eddy County,New Mexico,32.4170622,-104.4723301
"Grant County, New Mexico",Grant County,New Mexico,32.9690805,-108.2377519
"Guadalupe County, New Mexico",Guadalupe County,New Mexico,34.8235801,-104.8454619
"Harding County, New Mexico",Harding County,New Mexico,35.8925537,-103.8216261
"Hidalgo County, New Mexico",Hidalgo County,New Mexico,31.93552,-108.7125791
"Lea County, New Mexico",Lea County,New Mexico,32.8968816,-103.3587288
"Lincoln County, New Mexico",Lincoln County,New Mexico,33.8853309,-105.4068079
"Los Alamos County, New Mexico",Los Alamos County,New Mexico,35.84962489999999,-106.3228338
"Luna County, New Mexico",Luna County,New Mexico,32.3259122,-107.8583868
"McKinley County, New Mexico",McKinley County,New Mexico,35.71524720000001,-108.2377519
"Mora County, New Mexico",Mora County,New Mexico,35.9742154,-105.3300508
"Otero County, New Mexico",Otero County,New Mexico,32.6341716,-105.5943388
"Quay County, New Mexico",Quay County,New Mexico,34.9569924,-103.7289167
"Rio Arriba County, New Mexico",Rio Arriba County,New Mexico,36.6162892,-106.7234639
"Roosevelt County, New Mexico",Roosevelt County,New Mexico,33.9538388,-103.3587288
"Sandoval County, New Mexico",Sandoval County,New Mexico,35.6020667,-106.7234639
"San Juan County, New Mexico",San Juan County,New Mexico,36.3882439,-108.2377519
"San Miguel County, New Mexico",San Miguel County,New Mexico,35.5117793,-104.8454619
"Santa Fe County, New Mexico",Santa Fe County,New Mexico,35.3653705,-105.9699878
"Sierra County, New Mexico",Sierra County,New Mexico,33.13459600000001,-107.1011931
"Socorro County, New Mexico",Socorro County,New Mexico,33.8837087,-106.7234639
"Taos County, New Mexico",Taos County,New Mexico,36.4358718,-105.5943388
"Torrance County, New Mexico",Torrance County,New Mexico,34.6784317,-105.9699878
"Union County, New Mexico",Union County,New Mexico,36.37243340000001,-103.3587288
"Valencia County, New Mexico",Valencia County,New Mexico,34.6743674,-106.6291304
"Albany County, New York",Albany County,New York,42.57567969999999,-73.93598209999999
"Allegany County, New York",Allegany County,New York,42.3129816,-78.0195387
"Bronx County, New York",Bronx County,New York,40.8447819,-73.8648268
"Broome County, New York",Broome County,New York,42.1791865,-75.8533954
"Cattaraugus County, New York",Cattaraugus County,New York,42.2318132,-78.74762079999999
"Cayuga County, New York",Cayuga County,New York,42.7655231,-76.5488232
"Chautauqua County, New York",Chautauqua County,New York,42.2312829,-79.560344
"Chemung County, New York",Chemung County,New York,42.1362071,-76.7798172
"Chenango County, New York",Chenango County,New York,42.4972314,-75.62080879999999
"Clinton County, New York",Clinton County,New York,44.7904203,-73.6005824
"Columbia County, New York",Columbia County,New York,42.3678759,-73.55941279999999
"Cortland County, New York",Cortland County,New York,42.5440918,-75.9927652
"Delaware County, New York",Delaware County,New York,42.2452081,-74.8741045
"Dutchess County, New York",Dutchess County,New York,41.7784372,-73.7477857
"Erie County, New York",Erie County,New York,42.9023958,-78.8661589
"Essex County, New York",Essex County,New York,44.0107408,-73.9507728
"Franklin County, New York",Franklin County,New York,44.5926135,-74.3387798
"Fulton County, New York",Fulton County,New York,43.1118737,-74.4994517
"Genesee County, New York",Genesee County,New York,42.9837843,-78.1564432
"Greene County, New York",Greene County,New York,42.2957321,-74.12399599999999
"Hamilton County, New York",Hamilton County,New York,43.4764406,-74.4056612
"Herkimer County, New York",Herkimer County,New York,43.1630587,-74.8741045
"Jefferson County, New York",Jefferson County,New York,44.0607421,-75.9927652
"Kings County, New York",Kings County,New York,40.6781784,-73.9441579
"Lewis County, New York",Lewis County,New York,43.840112,-75.4344727
"Livingston County, New York",Livingston County,New York,42.7576923,-77.8367282
"Madison County, New York",Madison County,New York,42.98059749999999,-75.8069082
"Monroe County, New York",Monroe County,New York,43.2841246,-77.7452081
"Montgomery County, New York",Montgomery County,New York,42.915521,-74.4525627
"Nassau County, New York",Nassau County,New York,40.6546145,-73.55941279999999
"New York County, New York",New York County,New York,40.7830603,-73.9712488
"Niagara County, New York",Niagara County,New York,43.3119496,-78.74762079999999
"Oneida County, New York",Oneida County,New York,43.2371798,-75.4344727
"Onondaga County, New York",Onondaga County,New York,43.026819,-76.17837390000001
"Ontario County, New York",Ontario County,New York,42.85098379999999,-77.2864879
"Orange County, New York",Orange County,New York,41.3911653,-74.3118212
"Orleans County, New York",Orleans County,New York,43.4088624,-78.2020387
"Oswego County, New York",Oswego County,New York,43.482533,-76.17837390000001
"Otsego County, New York",Otsego County,New York,42.5779779,-75.06111469999999
"Putnam County, New York",Putnam County,New York,41.4351069,-73.7948516
"Queens County, New York",Queens County,New York,40.7282239,-73.7948516
"Rensselaer County, New York",Rensselaer County,New York,42.673664,-73.55941279999999
"Richmond County, New York",Richmond County,New York,40.5795317,-74.1502007
"Rockland County, New York",Rockland County,New York,41.1489458,-73.98300290000002
"St. Lawrence County, New York",St. Lawrence County,New York,44.4473142,-74.930206
"Saratoga County, New York",Saratoga County,New York,43.0324245,-73.93598209999999
"Schenectady County, New York",Schenectady County,New York,42.8493445,-73.98300290000002
"Schoharie County, New York",Schoharie County,New York,42.65503349999999,-74.4994517
"Schuyler County, New York",Schuyler County,New York,42.3796425,-76.8720961
"Seneca County, New York",Seneca County,New York,42.7651891,-76.8720961
"Steuben County, New York",Steuben County,New York,42.321027,-77.3783789
"Suffolk County, New York",Suffolk County,New York,40.9848784,-72.61511689999999
"Sullivan County, New York",Sullivan County,New York,41.6897493,-74.7805192
"Tioga County, New York",Tioga County,New York,42.1256317,-76.3637285
"Tompkins County, New York",Tompkins County,New York,42.4575747,-76.5488232
"Ulster County, New York",Ulster County,New York,41.8586493,-74.3118212
"Warren County, New York",Warren County,New York,43.6078891,-73.7477857
"Washington County, New York",Washington County,New York,43.2519472,-73.37086959999999
"Wayne County, New York",Wayne County,New York,43.2020024,-77.010385
"Westchester County, New York",Westchester County,New York,41.1220194,-73.7948516
"Wyoming County, New York",Wyoming County,New York,42.64205200000001,-78.2020387
"Yates County, New York",Yates County,New York,42.64308459999999,-77.1485163
"Alamance County, North Carolina",Alamance County,North Carolina,36.0117388,-79.4253776
"Alexander County, North Carolina",Alexander County,North Carolina,35.8974199,-81.20781640000001
"Alleghany County, North Carolina",Alleghany County,North Carolina,36.4940839,-81.1196075
"Anson County, North Carolina",Anson County,North Carolina,34.9054732,-80.1875065
"Ashe County, North Carolina",Ashe County,North Carolina,36.4339674,-81.47183869999999
"Avery County, North Carolina",Avery County,North Carolina,36.1198414,-81.909826
"Beaufort County, North Carolina",Beaufort County,North Carolina,35.4613504,-76.91820969999999
"Bertie County, North Carolina",Bertie County,North Carolina,36.0245185,-76.964306
"Bladen County, North Carolina",Bladen County,North Carolina,34.5882404,-78.5660852
"Brunswick County, North Carolina",Brunswick County,North Carolina,34.0275398,-78.2020387
"Buncombe County, North Carolina",Buncombe County,North Carolina,35.59313770000001,-82.4752757
"Burke County, North Carolina",Burke County,North Carolina,35.7616931,-81.73494199999999
"Cabarrus County, North Carolina",Cabarrus County,North Carolina,35.4168123,-80.5882803
"Caldwell County, North Carolina",Caldwell County,North Carolina,35.9227448,-81.5596427
"Camden County, North Carolina",Camden County,North Carolina,36.2600564,-76.0391909
"Carteret County, North Carolina",Carteret County,North Carolina,34.9019263,-76.5488232
"Caswell County, North Carolina",Caswell County,North Carolina,36.3860217,-79.29021329999999
"Catawba County, North Carolina",Catawba County,North Carolina,35.6840748,-81.2518833
"Chatham County, North Carolina",Chatham County,North Carolina,35.7211289,-79.17806999999999
"Cherokee County, North Carolina",Cherokee County,North Carolina,35.1134803,-84.05902900000001
"Chowan County, North Carolina",Chowan County,North Carolina,36.1354131,-76.6181655
"Clay County, North Carolina",Clay County,North Carolina,35.0964003,-83.7199136
"Cleveland County, North Carolina",Cleveland County,North Carolina,35.361354,-81.6035062
"Columbus County, North Carolina",Columbus County,North Carolina,34.2548658,-78.74762079999999
"Craven County, North Carolina",Craven County,North Carolina,35.0877672,-77.0564464
"Cumberland County, North Carolina",Cumberland County,North Carolina,34.9542604,-78.74762079999999
"Currituck County, North Carolina",Currituck County,North Carolina,36.4189826,-75.94632399999999
"Dare County, North Carolina",Dare County,North Carolina,35.6549619,-75.62080879999999
"Davidson County, North Carolina",Davidson County,North Carolina,35.7748479,-80.1875065
"Davie County, North Carolina",Davie County,North Carolina,35.9367033,-80.5882803
"Duplin County, North Carolina",Duplin County,North Carolina,34.8840095,-78.0195387
"Durham County, North Carolina",Durham County,North Carolina,36.0221805,-78.9031279
"Edgecombe County, North Carolina",Edgecombe County,North Carolina,35.8840053,-77.6536125
"Forsyth County, North Carolina",Forsyth County,North Carolina,36.1200003,-80.1875065
"Franklin County, North Carolina",Franklin County,North Carolina,36.0741417,-78.2426748
"Gaston County, North Carolina",Gaston County,North Carolina,35.2895651,-81.20781640000001
"Gates County, North Carolina",Gates County,North Carolina,36.4202077,-76.6874701
"Graham County, North Carolina",Graham County,North Carolina,35.3634623,-83.804868
"Granville County, North Carolina",Granville County,North Carolina,36.2799451,-78.6114999
"Greene County, North Carolina",Greene County,North Carolina,35.5013936,-77.69941969999999
"Guilford County, North Carolina",Guilford County,North Carolina,36.0899873,-79.8296743
"Halifax County, North Carolina",Halifax County,North Carolina,36.2646764,-77.6077865
"Harnett County, North Carolina",Harnett County,North Carolina,35.35786480000001,-78.8835548
"Haywood County, North Carolina",Haywood County,North Carolina,35.624394,-82.99316069999999
"Henderson County, North Carolina",Henderson County,North Carolina,35.3725873,-82.4319405
"Hertford County, North Carolina",Hertford County,North Carolina,36.3761772,-77.0564464
"Hoke County, North Carolina",Hoke County,North Carolina,35.0432488,-79.24511489999999
"Hyde County, North Carolina",Hyde County,North Carolina,35.3777712,-76.17837390000001
"Iredell County, North Carolina",Iredell County,North Carolina,35.8310501,-80.89865019999999
"Jackson County, North Carolina",Jackson County,North Carolina,35.3265409,-83.12200740000002
"Johnston County, North Carolina",Johnston County,North Carolina,35.4403514,-78.3842227
"Jones County, North Carolina",Jones County,North Carolina,35.0306293,-77.3324425
"Lee County, North Carolina",Lee County,North Carolina,35.4693744,-79.1548533
"Lenoir County, North Carolina",Lenoir County,North Carolina,35.2326725,-77.6077865
"Lincoln County, North Carolina",Lincoln County,North Carolina,35.4637028,-81.20781640000001
"McDowell County, North Carolina",McDowell County,North Carolina,35.6984405,-82.08429009999999
"Macon County, North Carolina",Macon County,North Carolina,35.1197519,-83.33618799999999
"Madison County, North Carolina",Madison County,North Carolina,35.8237518,-82.6915429
"Martin County, North Carolina",Martin County,North Carolina,35.8733053,-77.1485163
"Mecklenburg County, North Carolina",Mecklenburg County,North Carolina,35.2632655,-80.8543847
"Mitchell County, North Carolina",Mitchell County,North Carolina,36.0277763,-82.1496049
"Montgomery County, North Carolina",Montgomery County,North Carolina,35.3587922,-79.87448359999999
"Moore County, North Carolina",Moore County,North Carolina,35.3674493,-79.4703885
"Nash County, North Carolina",Nash County,North Carolina,35.9597948,-77.973865
"New Hanover County, North Carolina",New Hanover County,North Carolina,34.2154913,-77.88245959999999
"Northampton County, North Carolina",Northampton County,North Carolina,36.4159635,-77.4242972
"Onslow County, North Carolina",Onslow County,North Carolina,34.6540094,-77.4701972
"Orange County, North Carolina",Orange County,North Carolina,36.0263022,-79.1096901
"Pamlico County, North Carolina",Pamlico County,North Carolina,35.1337865,-76.6874701
"Pasquotank County, North Carolina",Pasquotank County,North Carolina,36.2927068,-76.317414
"Pender County, North Carolina",Pender County,North Carolina,34.5170729,-77.8367282
"Perquimans County, North Carolina",Perquimans County,North Carolina,36.1329763,-76.4100267
"Person County, North Carolina",Person County,North Carolina,36.3528221,-78.9288242
"Pitt County, North Carolina",Pitt County,North Carolina,35.5589221,-77.4242972
"Polk County, North Carolina",Polk County,North Carolina,35.2686842,-82.1713632
"Randolph County, North Carolina",Randolph County,North Carolina,35.7449531,-79.8296743
"Richmond County, North Carolina",Richmond County,North Carolina,35.003045,-79.7848422
"Robeson County, North Carolina",Robeson County,North Carolina,34.6383858,-79.1096901
"Rockingham County, North Carolina",Rockingham County,North Carolina,36.4335041,-79.8296743
"Rowan County, North Carolina",Rowan County,North Carolina,35.6303455,-80.54384499999999
"Rutherford County, North Carolina",Rutherford County,North Carolina,35.4258737,-81.909826
"Sampson County, North Carolina",Sampson County,North Carolina,34.9197548,-78.3842227
"Scotland County, North Carolina",Scotland County,North Carolina,34.8451203,-79.4703885
"Stanly County, North Carolina",Stanly County,North Carolina,35.30145540000001,-80.23213129999999
"Stokes County, North Carolina",Stokes County,North Carolina,36.4244396,-80.23213129999999
"Surry County, North Carolina",Surry County,North Carolina,36.3743453,-80.6770787
"Swain County, North Carolina",Swain County,North Carolina,35.4328955,-83.46435509999999
"Transylvania County, North Carolina",Transylvania County,North Carolina,35.2190534,-82.7778579
"Tyrrell County, North Carolina",Tyrrell County,North Carolina,35.8925537,-76.17837390000001
"Union County, North Carolina",Union County,North Carolina,34.9338651,-80.54384499999999
"Vance County, North Carolina",Vance County,North Carolina,36.3479057,-78.4297187
"Wake County, North Carolina",Wake County,North Carolina,35.8031909,-78.5660852
"Warren County, North Carolina",Warren County,North Carolina,36.4352131,-78.0195387
"Washington County, North Carolina",Washington County,North Carolina,35.8120333,-76.5950555
"Watauga County, North Carolina",Watauga County,North Carolina,36.1941825,-81.73494199999999
"Wayne County, North Carolina",Wayne County,North Carolina,35.3565499,-77.973865
"Wilkes County, North Carolina",Wilkes County,North Carolina,36.202858,-81.2518833
"Wilson County, North Carolina",Wilson County,North Carolina,35.6925497,-77.88245959999999
"Yadkin County, North Carolina",Yadkin County,North Carolina,36.2023597,-80.6770787
"Yancey County, North Carolina",Yancey County,North Carolina,35.888897,-82.34518899999999
"Adams County, North Dakota",Adams County,North Dakota,46.0594591,-102.5179098
"Barnes County, North Dakota",Barnes County,North Dakota,46.926176,-98.12223379999999
"Benson County, North Dakota",Benson County,North Dakota,48.088634,-99.4648442
"Billings County, North Dakota",Billings County,North Dakota,47.0560305,-103.3906121
"Bottineau County, North Dakota",Bottineau County,North Dakota,48.7820733,-100.7486336
"Bowman County, North Dakota",Bowman County,North Dakota,46.0945462,-103.556038
"Burke County, North Dakota",Burke County,North Dakota,48.7704377,-102.4633691
"Burleigh County, North Dakota",Burleigh County,North Dakota,47.0448552,-100.5049676
"Cass County, North Dakota",Cass County,North Dakota,47.071168,-97.12155790000001
"Cavalier County, North Dakota",Cavalier County,North Dakota,48.8103752,-98.47811060000001
"Dickey County, North Dakota",Dickey County,North Dakota,46.1265285,-98.4554399
"Divide County, North Dakota",Divide County,North Dakota,48.80561540000001,-103.582951
"Dunn County, North Dakota",Dunn County,North Dakota,47.2121625,-102.72602
"Eddy County, North Dakota",Eddy County,North Dakota,47.6963964,-98.88718159999999
"Emmons County, North Dakota",Emmons County,North Dakota,46.2061318,-100.2953039
"Foster County, North Dakota",Foster County,North Dakota,47.4991972,-98.874618
"Golden Valley County, North Dakota",Golden Valley County,North Dakota,47.0077031,-103.7914154
"Grand Forks County, North Dakota",Grand Forks County,North Dakota,48.0037819,-97.35945249999999
"Grant County, North Dakota",Grant County,North Dakota,46.3951108,-101.5535564
"Griggs County, North Dakota",Griggs County,North Dakota,47.3876664,-98.25542949999999
"Hettinger County, North Dakota",Hettinger County,North Dakota,46.3771987,-102.4557007
"Kidder County, North Dakota",Kidder County,North Dakota,46.8766313,-99.7506856
"LaMoure County, North Dakota",LaMoure County,North Dakota,46.4284976,-98.54579509999999
"Logan County, North Dakota",Logan County,North Dakota,46.5056729,-99.5270202
"McHenry County, North Dakota",McHenry County,North Dakota,48.38146709999999,-100.7008406
"McIntosh County, North Dakota",McIntosh County,North Dakota,46.054323,-99.376592
"McKenzie County, North Dakota",McKenzie County,North Dakota,47.7714179,-103.4122495
